Line	Environment	RI_956	RI_972	RI_978	RI_982	RI_993	RI_1033	RI_1040	Pyruvate	RI_1047	X2_hydroxibutyrate	RI_1062	Glycolate	RI_1076	RI_1084	Alanine	Hydroyxlamine	RI_1152	RI_1155	RI_1158	RI_1160	RI_1161	Monomethylphosphate	RI_1182	Valine	RI_1215	Urea	Benzoate	ethanolamine	Phosphorate	RI_1271	RI_1276	Isoleucine	RI_1291	Proline	Nicotinate	Glycine	Succinate	Glycerate	RI_1329	Fumarate	Serine	Threonine.	X2_Hydroxyethyl_methanamine	RI_1435	Malate	RI_1493	RI_1505	Aspartate	Methonione	X4_hydroxy.proline	Pyroglutamate	GABA	N_Acetylglutamate	RI_1539	Threonate	RI_1553	RI_1555	glutarate	X2_Oxoglutarate	RI_1578	RI_1590	RI_1595	Glutamate	RI_1616	Phenylalanine	RI_1624	RI_1625	RI_1628	RI_1632	Xylose	RI_1644	Arabinose	Asparagine.	RI_1674	X1_6_Anhydroglucose	RI_1698	RI_1705	RI_1707	Putrescine	Pentonate	RI_1746	D_Xylofuranose	RI_1762	glutamine	RI_1785	RI_1793	RI_1796	RI_1800	citrate	RI_1815	RI_1831	Ascorbate	Fructose	Mannose	Allantoin	glucopyranose	Glucose.	Lysine	Mannitol	Glucuronate	Tyrosine	RI_1944	RI_1960	RI_1972	RI_1977	Gluconate	Hexonate	RI_2010	RI_2037	RI_2048	RI_2062	Myo_inositol	RI_2166	RI_2175	RI_2184	Trans_Sinapinate	Fructose_6_phosphate	Glucose_6_phosphate	RI_2316	RI_2353	RI_2364	RI_2395	RI_2414	RI_2446	RI_2455	RI_2506	RI_2512	RI_2545	RI_2574	RI_2587	Sucrose	RI_2613	RI_2628	RI_2681	RI_2699	Maltose	RI_2793	RI_2817	RI_2819	RI_2875	RI_2878	RI_2905	RI_2940	Galactinol	RI_2964	RI_2968	RI_2970	RI_2983	RI_3027	Trehalose	RI_3066	RI_3078	Digalactosylglycerol	RI_3083	RI_3105	RI_3145	RI_3201	RI_3203	RI_3315	Raffinose	RI_3455
19	3	2385.593075	295.8058828	128.2782793	256.5565586	32.54822012	221.1364367	91.90085681	17.23141065	356.1158201	2466.006324	16.27411006	67.01104142	9.573005917	79.45594911	483.4367988	633.7329917	116.7906722	378.1337337	10.53030651	4259.030333	18.18871124	63.18183905	164.6557018	439.4009716	16.27411006	61.26723787	147.4242911	338.8844095	3236.633301	33.50552071	15.31680947	134.9793834	12.44490769	38.29202367	94.77275858	224.9656391	194.3320201	122.5344757	40.20662485	287.1901775	460.4615846	430.7852663	920.9231692	89.02895503	11910.73396	15.31680947	34.4628213	6870.546347	11.4876071	24.88981538	426.9560639	12.44490769	745.737161	1994.057133	112.0041692	225.9229396	287.1901775	31.59091953	111.0468686	38.29202367	125.4063775	223.0510379	2538.761169	426.9560639	229.752142	29.67631834	14.35950888	26.80441657	15.31680947	13.40220828	11191.80122	10.53030651	2295.606819	17262.04427	728.5057503	16.27411006	116.7906722	105.3030651	26.80441657	88.07165444	473.8637929	5072.735836	320.6956982	710.3170391	8.615705326	17.23141065	14.35950888	11.4876071	18026.92744	66.05374083	18.18871124	681.5980213	355.1585195	18.18871124	1417.762176	179.0152107	11339.22551	661.4947089	151.2534935	25.84711598	117.7479728	1264.594082	1001.336419	1587.204381	65824.94599	11.4876071	1383.299355	336.9698083	2739.794294	507.3693136	10411.60124	1509.663033	1485.730518	118.7052734	458.5469834	1872.479957	82.32785089	241.2397491	458.5469834	90.94355621	175.1860083	156.997297	22.9752142	411.6392544	17.23141065	1995.971734	11119.04637	265.1722639	411.6392544	15.31680947	406988.6882	9.573005917	50.73693136	129.2355799	662.4520095	160.8264994	191.4601183	13.40220828	358.0304213	13.40220828	182.844413	227.8375408	4840.111792	6566.124759	1634.11211	230.7094426	10.53030651	9.573005917	289.1047787	8382.123981	2804.890734	2273.588905	4077.14322	3973.754756	271.8733681	66.05374083	15.31680947	8.615705326	380.0483349	5312.060983	481.5221976
22	3	2774.817951	119.1949466	111.1139332	274.7544531	18.18227998	295.967113	27.27341997	134.3468465	62.62785327	4822.344702	21.21265998	47.47595329	12.12151999	42.42531996	427.2835796	920.2253924	150.5088732	246.4709064	14.14177332	7384.025926	18.18227998	58.58734661	134.3468465	283.8455931	30850.2785	114.1443132	16.16202665	558.6000461	4224.349716	163.6405198	55.55696661	40.40506663	98.99241324	23.23291331	130.3063399	261.6228064	216.1671065	114.1443132	37.37468663	121.2151999	136.3670999	304.0481264	1894.997625	501.0228262	6398.1423	15.15189999	130.3063399	5513.271341	22.22278665	9.091139991	1063.663379	88.89114658	990.934259	2941.48885	38.3848133	244.4506531	178.7924198	14.14177332	172.7316598	22.22278665	295.967113	238.3898931	1777.822932	497.9924462	236.3696398	15.15189999	19.19240665	308.088633	32.3240533	11.11139332	2894.012897	16.16202665	336.3721797	4346.575042	1311.144412	17.17215332	214.1468531	92.93165324	26.26329331	70.7088666	575.7721994	6331.473941	260.6126797	594.9646061	15.15189999	185.8633065	71.71899326	15.15189999	6341.575207	30.30379997	17.17215332	675.7747393	428.2937063	843.4557658	148.4886199	268.6936931	13320.54034	641.4304327	240.4101464	31.31392664	112.1240599	645.4709394	1426.298852	1428.319105	72889.73007	14.14177332	538.3975128	422.2329463	1099.017812	534.3570061	10200.25907	3562.71675	2067.729285	176.7721665	479.8101662	1521.250759	134.3468465	239.4000198	473.7494062	123.2354532	112.1240599	112.1240599	15.15189999	440.4152262	18.18227998	658.602586	12015.45669	262.6329331	441.4253529	195.9645731	442227.3935	8842.648831	19.19240665	602.0354927	442.4354796	64992.5598	1703.073558	23.23291331	479.8101662	24.24303998	1832.369772	440.4152262	3515.240797	10144.7021	7963.838632	290.9164797	15.15189999	281.8253397	346.4734463	8014.344966	2323.291331	2532.387551	4735.473809	11.11139332	120.2050732	27.27341997	57.57721994	11.11139332	437.3848462	5156.696628	605.0658727
24	3	2451.220184	158.0537901	124.779308	227.3756279	14.78865873	268.9687306	15.7129499	167.2967018	27.72873511	7934.115406	17.56153224	57.30605256	15.7129499	55.45747022	392.8237474	809.6790652	122.0064345	765.313089	24.03157043	5201.910707	20.33440575	26.80444394	175.6153224	188.5553987	6971.004007	586.000602	52.68459671	267.1201482	3462.394724	133.0979285	48.06314086	48.06314086	47.13884969	33.27448213	61.00321724	405.7638238	427.9468119	106.2934846	39.74452032	178.3881959	383.5808357	408.5366973	1019.493161	584.1520196	11005.53497	10.16720287	57.30605256	5847.065943	13.86436755	16.63724107	879.000903	17.56153224	701.5369983	3090.829674	56.38176139	251.4071983	168.220993	23.10727926	195.0254369	14.78865873	279.1359334	207.0412222	1835.642264	582.3034373	341.0634418	24.03157043	15.7129499	75.79187597	21.25869692	14.78865873	3116.709826	35.12306447	871.6065736	3400.467216	890.092397	16.63724107	164.5238283	94.27769937	28.65302628	91.50482586	520.3759289	6262.99697	573.9848168	885.4709412	21.25869692	8869.49807	11.09149404	22.18298809	10751.35489	55.45747022	19.41011458	777.3288742	565.6661962	1203.427104	10.16720287	125.7035992	10867.81558	764.3887979	280.0602246	12.94007638	96.12628171	704.3098718	777.3288742	1839.339429	67467.70969	11.09149404	360.4735564	419.6281913	1221.912927	595.2435137	9975.874601	2969.74753	1699.771462	129.4007638	562.8933227	1558.354913	140.4922579	1364.253767	543.4832081	10659.85007	86.88337001	512.9815995	727.417151	557.3475757	16.63724107	598.9406784	10764.29497	291.1517187	571.2119433	3931.934639	427064.1138	8008.0587	12.94007638	286.5302628	602.637843	12278.28391	1582.386484	131.2493462	575.8333991	12.94007638	1623.979586	230.1485014	3784.048051	7705.815487	6274.088464	356.7763917	14.78865873	26.80444394	375.2622152	6366.517581	2075.033677	2840.346766	5305.431318	20.33440575	236.6185396	58.23034373	6935.880942	111.8392316	387.2780004	6513.479877	528.6945494
34	3	2597.857563	168.0307714	120.1674608	247.4634997	18.33062961	242.3716582	31.56941766	15.27552467	47.86331064	2078.489724	26.4775761	17.3122613	12.22041974	52.9551522	1771.960862	805.5293344	104.8919361	287.1798639	13.23878805	7435.107043	18.33062961	17.3122613	196.5450841	169.0491397	30041.86519	15.27552467	28.51431272	282.0880223	3342.284799	108.9654093	48.88167895	19.34899792	25.45920779	17.3122613	66.19394025	376.7962753	525.4780488	66.19394025	60.08373038	83.50620155	19.34899792	178.2144545	990.8723671	240.3349215	13279.52278	30.55104935	71.28578181	1712.8955	20.36736623	23.42247117	683.3251371	81.46946492	966.4315277	1622.26072	14.25715636	287.1798639	77.39599168	16.29389298	64.15720363	47.86331064	237.2798166	245.4267631	1466.450369	687.3986103	85.54293817	17.3122613	23.42247117	268.8492343	19.34899792	10.18368312	2095.801985	16.29389298	612.0393552	3901.369002	775.9966534	10.18368312	175.1593496	93.68988466	11.20205143	17.3122613	483.724948	5681.47681	466.4126867	1030.588731	31.56941766	307.5472301	108.9654093	17.3122613	5807.754481	14.25715636	12.22041974	591.671989	579.4515693	893.1090092	23.42247117	157.8470883	11840.56836	856.44775	269.8676026	18.33062961	60.08373038	431.7881641	1121.223511	1596.801513	59907.55266	13.23878805	540.7535734	402.2554831	626.2965116	681.2884004	8853.694101	2009.240679	1748.538391	149.7001418	652.7740877	1392.109482	129.3327756	196.5450841	669.0679807	123.2225657	71.28578181	76.37762337	15.27552467	651.7557194	14.25715636	592.6903573	10807.94289	276.9961807	663.9761391	153.773615	434142.6316	9205.031168	10.18368312	477.6147381	613.0577236	48124.01293	817.7497542	14.25715636	552.9739932	17.3122613	874.7783796	374.7595387	1609.021932	8125.560758	3834.156693	231.1696067	13.23878805	193.4899792	362.5391189	5018.519039	1806.585385	2582.582038	4670.237077	3600.95035	312.6390716	12.22041974	238.2981849	28.51431272	211.8206088	4235.393808	19.34899792
37	3	2678.720911	182.4327522	125.6758959	254.3923377	23.31085166	272.6356129	181.4192369	26.35139753	891.893455	720.609371	16.21624464	28.37842811	16.21624464	76.01364673	425.6764217	909.1232149	169.2570534	214.8652414	14.18921406	10137.17993	31.41897398	38.51358101	171.284084	171.284084	608.1091739	13.17569877	194.5949356	375.0006572	3559.465698	127.7029265	68.9190397	12.16218348	99.3244984	17.22975993	56.75685623	140.8786253	226.0139096	95.27043724	52.70279507	85.13528434	15.20272935	45.60818804	1694.597564	91.21637608	7487.850961	13.17569877	203.7165732	3295.951722	16.21624464	17.22975993	951.6908571	28.37842811	1152.366884	2097.97665	32.43248927	314.1897398	380.0682337	27.36491282	73.98661615	82.09473847	241.216639	189.5273592	1258.78599	771.2851355	131.7569877	32.43248927	22.29733637	10.1351529	18.24327522	17.22975993	11873.33162	36.48655043	252.3653071	23597.67649	1355.069942	14.18921406	211.8246956	120.6083195	23.31085166	27.36491282	480.4062473	7193.931527	441.8926663	1162.502037	30.40545869	14.18921406	30.40545869	12.16218348	9485.489597	66.89200912	15.20272935	869.5961186	387.1628407	1103.718151	23.31085166	232.0950014	16452.3937	904.0556385	231.0814861	16.21624464	120.6083195	1559.800031	1208.110225	1946.962872	77450.81141	13.17569877	474.3251556	517.9063131	2985.816044	694.2579735	12027.38594	1336.826667	2076.692829	115.540743	636.487602	1338.853698	122.6353501	279.73022	657.7714231	148.9867476	209.797665	88.17583021	78.04067731	682.09579	12.16218348	7664.202621	11988.87236	325.338408	659.7984536	11.14866819	434182.8555	9053.732083	910.1367302	338.5141068	1947.976387	1524.326996	239.1896084	18.24327522	555.4063788	10.1351529	412.5007229	205.7436038	1541.556756	4946.968129	4575.008018	310.1356787	10.1351529	18.24327522	422.6358758	21839.22746	3423.654649	2609.801871	23.31085166	12108.46717	110.4731666	17.22975993	13.17569877	15.20272935	1130.069548	4754.400224	1140.204701
58	3	1776.988555	148.3417183	89.2125019	214.7324174	29.04593085	207.4709346	91.28721124	14.52296543	409.7550959	1224.078514	13.48561075	29.04593085	19.70973879	58.0918617	283.1978258	750.0074287	94.39927526	230.2927375	21.78444814	3344.431467	19.70973879	10.37354673	157.6779103	317.43053	31.1206402	56.01715235	151.4537823	220.9565454	3338.207338	95.43662994	37.34476824	113.0716594	48.75566964	31.1206402	66.39069909	197.0973879	203.321516	102.6981127	31.1206402	311.206402	303.9449193	318.4678847	1072.624732	73.6521818	8756.310797	12.44825608	49.79302432	4602.742685	17.63502944	19.70973879	570.5450703	16.59767477	795.6510344	1738.606432	48.75566964	260.376023	216.8071267	14.52296543	116.1837234	21.78444814	113.0716594	137.9681715	1751.054688	407.6803866	265.5627963	33.19534954	12.44825608	32.15799487	30.08328552	14.52296543	11378.74341	19.70973879	298.7581459	15368.40948	1011.420806	9.336192059	141.0802356	91.28721124	22.82180281	38.38212291	488.5940511	5587.19227	482.3699231	602.7030651	22.82180281	52.90508833	18.67238412	13.48561075	9265.651941	37.34476824	11.41090141	589.2174544	297.7207912	629.6742867	660.7949269	102.6981127	8765.646989	545.6485581	133.8187528	23.85915748	143.1549449	950.2168807	710.5879512	1552.919946	59961.17482	17.63502944	823.6596105	330.9161408	1781.137974	470.9590216	8382.863114	1341.299592	1484.454537	208.5082893	440.8757361	1967.861815	104.772822	206.43358	448.1372188	104.772822	148.3417183	121.3704968	38.38212291	366.1861997	12.44825608	5080.96319	10103.83452	331.9534954	379.6718104	10.37354673	435553.0693	12.44825608	220.9565454	240.6662842	1112.04421	639.0104787	297.7207912	15.5603201	343.3643968	21.78444814	393.1574212	202.2841613	7524.9708	10577.9056	3889.04267	310.1690473	21.78444814	25.93386683	330.9161408	21978.43346	2619.32055	2513.510373	4464.774514	8866.270392	134.8561075	32.15799487	21.78444814	17.63502944	718.8867886	3106.877246	867.2285068
59	3	2473.991319	274.0086346	126.6177084	243.3434084	16.8164144	225.5377931	15.82721355	75.17926438	62.31965336	2303.848773	23.74082033	48.47084151	18.79481609	88.03887539	348.1986982	621.218132	94.96328132	588.574504	18.79481609	2894.401679	10.88120932	36.60043134	183.9913576	147.3909262	6094.466419	114.7472983	74.19006353	269.0626304	3124.885476	41.54643558	24.73002118	31.65442711	45.50323896	11.87041016	52.42764489	245.3218101	393.7019371	118.7041016	36.60043134	304.6738609	233.4513999	368.971916	918.9675869	430.3023685	22164.03418	22.75161948	24.73002118	5373.339001	24.73002118	20.77321779	422.3887617	25.71922202	672.656576	3233.697569	74.19006353	278.9546389	165.1965415	17.80561525	194.8725669	40.55723473	68.25485845	172.1209474	1831.010768	390.7343346	255.2138185	25.71922202	30.66522626	46.49243981	22.75161948	25.71922202	4267.412454	21.76241864	684.5269862	4763.991279	495.5896244	17.80561525	112.7688966	94.96328132	13.84881186	80.12526861	587.5853032	4934.133825	599.4557133	587.5853032	9.892008471	8544.716917	17.80561525	23.74082033	17715.59797	40.55723473	30.66522626	668.6997726	421.3995608	742.8898361	905.1187751	73.20086268	10004.77737	583.6284998	261.1490236	12.85961101	59.35205082	840.82072	514.3844405	2423.542075	58376.69879	9.892008471	657.8185633	339.2958905	1300.799114	443.1619795	9126.367015	2710.410321	1499.628484	133.5421144	405.5723473	1995.218109	139.4773194	695.4081955	392.7127363	2088.202988	73.20086268	376.8855227	192.8941652	379.8531253	18.79481609	249.2786135	10006.75577	278.9546389	398.6479414	1435.330429	441079.7117	8731.675877	16.8164144	233.4513999	510.4276371	5725.494503	554.9416752	140.4665203	447.1187829	9.892008471	739.9222336	243.3434084	5321.900557	5833.317395	3238.643573	251.2570152	18.79481609	19.78401694	569.7796879	4449.42541	1935.866058	3004.202973	5680.980465	12.85961101	270.0518312	12.85961101	3135.766685	55.39524744	221.5809897	6441.675916	354.1339032
65	3	2768.384535	162.9035297	123.8847202	255.5732023	21.46034523	278.984488	214.6034523	28.2886369	1194.951041	1342.247047	17.55846428	39.99427975	17.55846428	104.3753154	518.9501665	908.1627914	90.71873212	210.7015714	10.73017262	5724.059356	14.63205357	32.19051785	172.6582321	681.8536962	389.2126249	18.53393452	121.9337797	204.8487499	4073.563713	145.3450654	75.11120831	231.1864464	39.01880951	47.79804165	61.45462498	202.8978095	224.3581547	119.9828393	39.99427975	148.2714762	319.954238	330.6844106	1072.041791	98.52249402	8151.029307	22.43581547	111.2036071	5036.352838	10.73017262	9.754702378	1072.041791	13.65658333	1018.390928	2247.483428	52.67539284	308.2485952	310.1995356	11.70564285	73.16026784	30.23957737	368.7277499	200.946869	2966.404993	473.1030654	403.8446785	14.63205357	18.53393452	31.21504761	39.01880951	28.2886369	12244.10243	12.68111309	1445.646892	21116.00424	1082.771964	11.70564285	172.6582321	84.86591069	30.23957737	51.69992261	614.5462498	6751.229516	441.8880177	726.7253272	15.60752381	116.0809583	51.69992261	15.60752381	10646.28218	47.79804165	8.779232141	817.4440593	314.1014166	813.5421784	932.5495474	109.2526666	10833.57246	649.6631784	230.2109761	20.48487499	193.1431071	1301.277297	638.9330058	2226.998553	76206.66139	20.48487499	886.7024462	441.8880177	2468.915172	519.9256368	12512.35674	1831.933107	2090.43272	70.23385712	456.5200713	1693.416333	124.8601904	189.2412261	415.5503213	93.64514283	168.7563511	95.59608331	82.91497022	377.506982	10.73017262	12108.51206	11710.52021	281.9108987	393.1145058	14.63205357	423150.2099	8753.869914	1697.318214	261.4260237	2049.46297	1576.359904	267.2788452	23.41128571	344.340994	25.36222618	407.7465594	200.946869	3176.131094	6524.920421	5131.948921	289.7146606	13.65658333	27.31316666	499.4407618	24034.61119	3186.861267	2473.792523	4351.572731	11177.91346	197.044988	42.92069046	17.55846428	15.60752381	971.5683569	3933.095999	1002.783404
67	3	3017.100266	164.5323999	125.1657521	252.3503066	26.24443189	278.5947385	100.9401227	18.16922208	789.3517592	617.7535507	26.24443189	50.47006133	11.10341349	76.71449322	1113.369553	873.132061	113.0529374	278.5947385	28.26323434	10236.33784	27.25383312	35.32904293	160.494795	271.5289299	15.1410184	18.16922208	104.9777276	198.8520416	4310.143237	121.1281472	86.80850548	49.4606601	76.71449322	25.23503066	73.68628954	178.6640171	313.9237815	56.52646869	63.59227727	204.908449	26.24443189	174.6264122	1108.322547	155.4477889	5578.960579	18.16922208	167.5606036	2560.850912	30.2820368	16.15041963	951.8653567	22.20682698	980.128591	3122.077994	40.37604906	306.8579729	532.9638476	23.21622821	36.33844416	120.118746	228.1246772	187.7486281	1461.612976	512.7758231	337.1400097	30.2820368	46.43245642	9.084611039	34.3196417	12.11281472	14967.40139	25.23503066	1222.384885	15272.24056	956.9123628	20.18802453	132.2315607	140.3067705	10.09401227	22.20682698	444.1365397	7110.22224	1009.401227	774.2107408	19.1786233	175.6358134	60.56407359	29.27263557	4676.555883	158.4759926	27.25383312	1086.11572	355.3092318	1402.058304	12.11281472	147.3725791	15847.59926	661.1578034	229.1340784	10.09401227	121.1281472	2408.431327	898.3670916	2311.528809	80717.77848	10.09401227	400.7322869	501.6724096	5118.67362	526.9074403	18891.95336	2405.403123	2437.703962	63.59227727	450.192947	1726.076097	120.118746	6080.632989	436.0613299	18.16922208	230.1434797	2137.911798	80.75209813	387.610071	271.5289299	5001.583078	13962.03777	306.8579729	475.4279777	232.1622821	436174.3828	9076.535829	1938.050355	188.7580294	1212.290873	306.8579729	375.4972563	18.16922208	329.0647999	18.16922208	586.4621126	241.2468931	2795.031996	10199.99939	5821.216874	346.2246207	28.26323434	14.13161717	530.9450452	23703.769	4940.009603	2828.342237	5148.955657	7567.480996	181.6922208	19.1786233	12.11281472	19.1786233	1496.942019	8274.061854	1420.227526
69	3	2768.044176	192.4995058	117.4740574	262.5890695	15.79483125	276.4095469	24.67942383	15.79483125	141.1663043	833.1773484	13.82047734	66.14085586	28.62813164	116.4868805	2123.417626	748.2801304	96.7433414	901.2925581	12.83330039	4575.565177	12.83330039	42.44860898	206.3199832	263.5762465	8491.69615	9.871769531	64.16650195	211.255868	2542.967831	76.01262539	32.57683945	48.3716707	48.3716707	52.32037851	64.16650195	269.4993082	611.0625339	92.79463359	60.21779414	442.255275	205.3328062	262.5890695	748.2801304	551.8319168	23477.0423	15.79483125	56.26908632	3035.569131	16.7820082	17.76918516	622.9086574	18.75636211	835.1517023	3138.235534	76.01262539	276.4095469	214.2173988	9.871769531	55.28190937	76.01262539	196.4482137	214.2173988	2379.096457	419.5502051	353.4093492	26.65377773	11.84612344	86.87157187	42.44860898	21.71789297	3328.760686	29.61530859	1201.394352	4750.295498	680.1649207	13.82047734	135.2432426	97.73051835	27.64095469	142.1534812	628.8317191	5624.934279	723.6007066	626.8573652	26.65377773	11920.16171	27.64095469	12.83330039	10471.97312	92.79463359	16.7820082	858.8439492	443.2424519	1013.830731	328.7299254	60.21779414	10777.99797	579.4728714	245.8070613	20.73071601	73.05109453	786.7800316	569.6011019	2254.712161	67636.42894	29.61530859	530.1140238	423.4989129	1283.330039	471.8705836	14033.70756	4975.371843	2038.520408	161.8970203	459.0372832	2341.583733	97.73051835	772.9595542	446.2039828	6267.586475	71.07674062	385.9861886	849.9593566	443.2424519	25.66660078	678.1905668	13102.7997	267.5249543	425.4732668	4142.194495	438092.3498	8623.977862	9.871769531	274.435193	535.0499086	11271.58645	1227.060953	224.0891683	370.1913574	23.69224687	1182.63799	203.3584523	6604.213816	10769.11338	4609.129194	214.2173988	16.7820082	29.61530859	564.6652172	4823.346593	2704.864851	2993.120522	5685.152073	21.71789297	220.1404605	8.884592578	6871.73877	122.4099422	279.3710777	7628.903493	446.2039828
96	3	2593.6692	146.8293375	107.0433235	223.5595074	30.31315354	261.4509493	183.7734934	28.41858145	1490.080954	689.6242431	21.78757911	77.67745596	12.31471863	50.20616056	1321.464037	697.2025315	53.0480187	207.4556446	11.36743258	9717.260283	15.15657677	35.04958378	174.3006329	277.5548121	305.9733936	14.20929072	80.5193141	134.5146188	2757.549686	85.25574434	93.78131878	24.62943725	117.46347	15.15657677	60.62630709	201.7719283	316.3935401	57.78444894	45.46973032	65.36273733	13.26200468	17.05114887	1216.315286	155.3549119	7520.503937	28.41858145	197.9827841	2142.761041	17.05114887	10.42014653	782.4582758	9.472860482	974.7573436	2923.324745	32.20772564	317.3408262	457.5391613	14.20929072	27.4712954	90.93946063	253.8726609	182.8262073	1113.061107	651.7328012	170.5114887	26.52400935	14.20929072	31.26043959	32.20772564	15.15657677	14379.80221	27.4712954	769.1962712	18947.61554	721.8319688	13.26200468	180.9316352	104.2014653	21.78757911	56.83716289	367.5469867	6011.477262	421.5422915	923.603897	19.89300701	22.73486516	20.84029306	29.3658675	3315.501169	197.035498	17.99843492	968.1263413	304.0788215	824.138862	216.928505	131.6727607	10168.16844	811.8241433	146.8293375	23.68215121	95.67589087	2126.657178	795.7202805	2676.083086	65435.67835	24.62943725	592.0537801	449.0135869	4410.563841	598.6847825	18794.1552	2483.784018	2419.368567	98.51774902	619.5250755	1323.358609	75.78288386	125.9890444	693.4133873	187.5626376	104.2014653	74.83559781	36.94415588	643.2072268	15.15657677	8869.43927	11335.22485	250.0835167	669.7312361	8.525574434	389910.5157	20.84029306	427.2260078	454.6973032	1106.430104	831.7171503	308.8152517	8.525574434	539.9530475	25.5767233	517.2181823	197.035498	457.5391613	5496.153652	5548.254385	290.8168168	8.525574434	20.84029306	593.0010662	22613.61254	3890.5038	1965.61855	3667.891579	9044.687189	120.3053281	34.10229774	10.42014653	25.5767233	1356.513621	4232.474064	1361.250051
103	3	2570.040947	142.1081465	96.75448273	229.7918965	16.12574712	269.0984051	30.23577585	59.46369251	127.9981178	2829.060761	14.11002873	41.322227	15.11788793	44.34580458	358.7978734	640.9984481	63.49512929	215.6818677	16.12574712	11815.13334	15.11788793	24.18862068	199.5561206	135.0531321	37535.7	18.14146551	57.44797412	186.4539511	2014.710531	110.8645115	85.66803158	26.20433907	144.1238649	29.22791666	40.3143678	191.4932471	159.2417528	113.888089	36.28293102	75.58943963	12.09431034	59.46369251	1662.967672	487.8038504	7869.364595	15.11788793	132.0295546	2150.771522	32.25149424	29.22791666	542.2282469	480.7488361	1011.890632	3164.677873	52.40867814	364.8450286	205.6032758	11.08645115	118.927385	72.56586205	202.5796982	190.4853879	927.2304595	456.5602154	16.12574712	15.11788793	17.13360632	965.5291089	62.48727009	36.28293102	2453.129281	36.28293102	151.1788793	6248.727009	954.4426577	26.20433907	147.1474425	110.8645115	18.14146551	107.8409339	440.4344682	7712.138561	457.5680746	618.8255458	20.1571839	242.894066	102.8016379	22.17290229	6546.045472	80.62873561	13.10216954	951.4190802	269.0984051	962.5055313	22.17290229	142.1081465	10423.2798	554.3225573	258.0119539	16.12574712	41.322227	783.1065946	918.1597267	3035.671896	67376.39505	27.21219827	701.4699998	520.0553447	1224.548922	400.1201004	16337.39755	2319.084008	2695.015488	105.8252155	439.4266091	1379.759238	89.69946836	189.4775287	495.866724	26.20433907	110.8645115	88.69160917	19.14932471	488.8117096	11.08645115	674.2578015	11080.40399	237.85477	485.788132	282.2005746	423937.8289	11.08645115	15.11788793	1257.808275	583.5504739	49666.29327	1127.794439	10.07859195	517.0317671	9.070732756	1303.161939	788.1458905	806.2873561	4685.537398	5791.158935	172.3439224	275.1455603	726.6664796	730.6979164	4706.702441	2507.553677	2071.150646	3992.130272	4131.214841	11.08645115	24.18862068	26.20433907	20.1571839	286.2320114	3932.666579	538.1968102
117	3	1976.619866	163.1283769	92.53481032	212.734667	28.6190135	296.6837733	25.75711215	17.1714081	178.3918508	575.2421713	16.21744098	24.80314503	17.1714081	72.50150087	1094.200283	574.2882042	37.20471755	1051.271763	20.98727657	6612.900053	8.58570405	20.98727657	224.1822724	126.8776265	3295.956388	21.94124368	49.60629007	301.4536089	2672.061894	55.33009277	73.45546798	13.35553963	55.33009277	14.30950675	38.15868467	229.9060751	286.190135	87.76497473	48.65232295	304.3155102	93.48877743	331.9805566	851.8926352	617.2167245	8971.106765	18.12537522	114.476054	4940.595697	22.8952108	24.80314503	1087.522513	15.26347387	773.6673316	3791.065322	41.97455313	351.0598989	210.8267328	28.6190135	48.65232295	100.1665472	159.3125085	145.9569688	2111.129229	462.6740516	334.8424579	25.75711215	14.30950675	41.02058602	37.20471755	88.71894185	4027.649167	9.539671167	932.025873	3339.838875	675.4087186	21.94124368	144.0490346	146.910936	13.35553963	98.25861302	483.6613281	6248.484614	758.4038577	688.7642582	10.49363828	8836.597402	9.539671167	11.4476054	9467.169666	145.0030017	15.26347387	911.9925635	317.6710498	1023.606716	14.30950675	240.3997134	13894.53105	586.6897767	75.36340222	25.75711215	22.8952108	905.3147937	1214.400139	2534.690629	54981.89477	26.71107927	469.3518214	484.6152953	1547.334663	503.6946376	14848.49817	2209.387842	1908.8882	197.4711931	486.5232295	2119.714933	94.44274455	1019.790848	493.2009993	9204.828709	71.54753375	360.5995701	839.4910627	489.3851308	11.4476054	859.5243721	11679.41941	273.7885625	513.2343088	5154.284331	415542.3522	8198.393401	10.49363828	290.9599706	644.8817709	5944.169104	1119.003428	280.4663323	507.5105061	22.8952108	1568.32194	169.8061468	4280.450452	3577.376687	6287.597266	237.537812	16.21744098	29.57298062	601.9532506	7148.075605	2781.768112	2740.747526	5232.509635	10.49363828	304.3155102	49.60629007	6126.376823	109.7062184	421.6534656	6601.452447	620.0786258
